pr_id,repository,pr_title,pr_description,author,created_date,merged_date,closed_date,num_commits,num_changed_files,additions,deletions,changed_lines,num_comments,num_reviews,review_decisions,num_reviewers,labels,merged,merge_time_hours,ai_reviewer_present,ai_reviewer_names,ai_code_present,commit_messages,modified_files,num_commits_norm,num_changed_files_norm,additions_norm,deletions_norm,changed_lines_norm,num_comments_norm,num_reviews_norm,num_reviewers_norm,num_commits_is_outlier,num_changed_files_is_outlier,additions_is_outlier,deletions_is_outlier,changed_lines_is_outlier,num_comments_is_outlier,num_reviews_is_outlier,num_reviewers_is_outlier
86,pytorch/pytorch,Fix issue #86 in module 16,This PR addresses a bug ,dev_25,2025-01-15,,,7,4,150.0,45,195,4,2,"[""CHANGES_REQUESTED"", ""APPROVED""]",1,"[""breaking-change"", ""enhancement""]",False,,False,[],True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py""]",0.7567693570302158,-0.6561837974168122,1.4457350627901397,0.4857837444294147,1.4987077266220448,0.0016763423184349494,-0.5294068207496722,-1.233475354771056,False,False,False,False,False,False,False,False
87,pytorch/pytorch,Fix issue #87 in module 4,This PR addresses a bug This PR addresses a bug ,dev_33,2025-12-21,2025-12-22T07,,7,1,41.0,18,59,5,3,"[""CHANGES_REQUESTED"", ""APPROVED"", ""APPROVED""]",2,"[""documentation"", ""breaking-change""]",True,31.056899573369613,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py""]",0.7567693570302158,-1.6087086646347657,-0.32328090600359666,-0.3903403047953491,-0.4601739550536482,0.5045790378489081,0.5223948098788154,0.0032980624459118257,False,False,False,False,False,False,False,False
88,pytorch/pytorch,Fix issue #88 in module 3,This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_20,2025-12-29,2025-12-29T04,,2,11,2.0,63,65,3,3,"[""APPROVED"", ""COMMENTED"", ""APPROVED""]",2,[],True,4.420107392168501,True,"[""copilot-pull-request-reviewer[bot]""]",False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-1.1929971073210783,1.5663742260917457,-0.9562315737371353,1.0698664439125904,-0.3737527043914853,-0.5012263532120382,0.5223948098788154,0.0032980624459118257,False,False,False,False,False,False,False,False
89,pytorch/pytorch,Fix issue #89 in module 9,This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_36,2026-03-26,2026-03-26T12,,9,6,6.0,3,9,4,1,"[""CHANGES_REQUESTED""]",1,"[""bug"", ""enhancement""]",True,12.916674458161488,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",1.5366759427707333,-0.02116721927151,-0.8913135565336955,-0.8770758876979956,-1.180351043905006,0.0016763423184349494,-1.5812084513781597,-1.233475354771056,False,False,False,False,False,False,False,False
90,pytorch/pytorch,Fix issue #90 in module 15,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_12,2025-08-31,,,9,10,132.0,16,148,3,1,"[""CHANGES_REQUESTED""]",1,"[""good first issue""]",False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",1.5366759427707333,1.2488659370190944,1.1536039853746605,-0.455238382515702,0.8217412631017684,-0.5012263532120382,-1.5812084513781597,-1.233475354771056,False,False,False,False,False,False,False,False
91,pytorch/pytorch,Fix issue #91 in module 1,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_14,2025-01-01,,,1,10,41.0,16,57,3,2,"[""COMMENTED"", ""COMMENTED""]",1,"[""breaking-change"", ""good first issue""]",False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-1.582950400191337,1.2488659370190944,-0.32328090600359666,-0.455238382515702,-0.48898103860770253,-0.5012263532120382,-0.5294068207496722,-1.233475354771056,False,False,False,False,False,False,False,False
92,pytorch/pytorch,Fix issue #92 in module 10,This PR addresses a bug ,dev_5,2025-08-12,2025-08-13T18,,3,7,0.0,7,7,4,3,"[""COMMENTED"", ""APPROVED"", ""CHANGES_REQUESTED""]",2,"[""good first issue""]",True,42.30214238386455,True,"[""coderabbitai[bot]""]",True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-0.8030438144508195,0.2963410698011411,-0.9886905823388552,-0.7472797322572898,-1.2091581274590602,0.0016763423184349494,0.5223948098788154,0.0032980624459118257,False,False,False,False,False,False,False,False
93,pytorch/pytorch,Fix issue #93 in module 4,This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_30,2025-06-23,2025-06-26T23,,4,3,3.0,63,66,10,2,"[""CHANGES_REQUESTED"", ""APPROVED""]",2,[],True,95.54042826875157,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py""]",-0.4130905215805607,-0.9736920864894634,-0.9400020694362754,1.0698664439125904,-0.35934916261445815,3.0190925155012747,-0.5294068207496722,0.0032980624459118257,False,False,False,False,False,True,False,False
94,pytorch/pytorch,Fix issue #94 in module 4,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_10,2026-04-12,2026-04-13T13,,8,10,137.0,6,143,7,2,"[""CHANGES_REQUESTED"", ""CHANGES_REQUESTED""]",2,"[""bug"", ""enhancement""]",True,37.1186281502508,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",1.1467226499004746,1.2488659370190944,1.2347515068789603,-0.7797287711174663,0.7497235542166327,1.5103844289098547,-0.5294068207496722,0.0032980624459118257,False,False,False,False,False,False,False,False
95,pytorch/pytorch,Fix issue #95 in module 19,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_35,2025-02-16,,,3,9,93.0,32,125,4,4,"[""COMMENTED"", ""APPROVED"", ""COMMENTED"", ""CHANGES_REQUESTED""]",3,[],False,,False,[],True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-0.8030438144508195,0.9313576479464434,0.5206533176411217,0.06394623924712102,0.49045980223014396,0.0016763423184349494,1.574196440507303,1.2400714796628798,False,False,False,False,False,False,False,False
96,pytorch/pytorch,Fix issue #96 in module 11,This PR addresses a bug ,dev_30,2026-01-26,,,1,3,52.0,10,62,5,4,"[""APPROVED"", ""COMMENTED"", ""CHANGES_REQUESTED"", ""COMMENTED""]",3,"[""enhancement"", ""documentation""]",False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py""]",-1.582950400191337,-0.9736920864894634,-0.144756358694137,-0.6499326156767605,-0.4169633297225667,0.5045790378489081,1.574196440507303,1.2400714796628798,False,False,False,False,False,False,False,False
97,pytorch/pytorch,Fix issue #97 in module 7,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_16,2025-07-29,2025-07-29T03,,1,1,54.0,6,60,2,2,"[""COMMENTED"", ""COMMENTED""]",1,[],True,3.9047490493803725,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py""]",-1.582950400191337,-1.6087086646347657,-0.11229735009241708,-0.7797287711174663,-0.44577041327662104,-1.0041290487425114,-0.5294068207496722,-1.233475354771056,False,False,False,False,False,False,False,False
98,pytorch/pytorch,Fix issue #98 in module 10,This PR addresses a bug This PR addresses a bug ,dev_26,2025-11-29,,,5,6,59.0,24,83,2,2,"[""APPROVED"", ""COMMENTED""]",1,[],False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-0.0231372287103019,-0.02116721927151,-0.031149828588117243,-0.19564607163429046,-0.11448895240499651,-1.0041290487425114,-0.5294068207496722,-1.233475354771056,False,False,False,False,False,False,False,False
99,pytorch/pytorch,Fix issue #99 in module 18,This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_13,2026-05-06,2026-05-06T12,,3,9,26.0,38,64,4,4,"[""COMMENTED"", ""CHANGES_REQUESTED"", ""CHANGES_REQUESTED"", ""APPROVED""]",3,"[""bug""]",True,12.479894257259511,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-0.8030438144508195,0.9313576479464434,-0.5667234705164961,0.2586404724081796,-0.38815624616851246,0.0016763423184349494,1.574196440507303,1.2400714796628798,False,False,False,False,False,False,False,False
100,pytorch/pytorch,Fix issue #100 in module 16,This PR addresses a bug ,dev_5,2025-01-30,2025-01-30T01,,4,2,88.0,104,192,5,1,"[""COMMENTED""]",1,[],True,1.228303128341172,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py""]",-0.4130905215805607,-1.2912003755621144,0.4395057961368218,2.400277037179824,1.4554971012909632,0.5045790378489081,-1.5812084513781597,-1.233475354771056,False,False,False,True,False,False,False,False
101,pytorch/pytorch,Fix issue #101 in module 5,This PR addresses a bug This PR addresses a bug This PR addresses a bug ,renovate[bot],2025-06-29,2025-06-30T09,,2,2,217.0,9,226,5,3,"[""APPROVED"", ""APPROVED"", ""APPROVED""]",2,[],True,33.46727737165853,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py""]",-1.1929971073210783,-1.2912003755621144,2.5331118509477575,-0.682381654536937,1.9452175217098864,0.5045790378489081,0.5223948098788154,0.0032980624459118257,False,False,True,False,False,False,False,False
102,pytorch/pytorch,Fix issue #102 in module 18,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_21,2025-05-24,2025-05-25T17,,5,5,67.0,88,155,3,2,"[""COMMENTED"", ""APPROVED""]",1,"[""documentation"", ""enhancement""]",True,41.7790826569188,False,[],True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-0.0231372287103019,-0.3386755083441611,0.09868620581876249,1.8810924154170015,0.9225660555409585,-0.5012263532120382,-0.5294068207496722,-1.233475354771056,False,False,False,False,False,False,False,False
103,pytorch/pytorch,Fix issue #103 in module 5,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_11,2025-04-26,,,4,2,117.0,7,124,2,3,"[""CHANGES_REQUESTED"", ""APPROVED"", ""APPROVED""]",3,[],False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py""]",-0.4130905215805607,-1.2912003755621144,0.9101614208617608,-0.7472797322572898,0.4760562604531168,-1.0041290487425114,0.5223948098788154,1.2400714796628798,False,False,False,False,False,False,False,False
104,pytorch/pytorch,Fix issue #104 in module 9,This PR addresses a bug ,dev_37,2025-10-13,,,1,11,9.0,28,37,4,3,"[""COMMENTED"", ""CHANGES_REQUESTED"", ""COMMENTED""]",3,"[""needs-review""]",False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-1.582950400191337,1.5663742260917457,-0.8426250436311156,-0.06584991619358473,-0.7770518741482456,0.0016763423184349494,0.5223948098788154,1.2400714796628798,False,False,False,False,False,False,False,False
105,pytorch/pytorch,Fix issue #105 in module 15,This PR addresses a bug This PR addresses a bug ,renovate[bot],2025-08-01,2025-08-03T08,,2,6,48.0,3,51,4,3,"[""CHANGES_REQUESTED"", ""CHANGES_REQUESTED"", ""CHANGES_REQUESTED""]",2,"[""documentation"", ""good first issue""]",True,56.64040697820794,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-1.1929971073210783,-0.02116721927151,-0.20967437589757687,-0.8770758876979956,-0.5754022892698655,0.0016763423184349494,0.5223948098788154,0.0032980624459118257,False,False,False,False,False,False,False,False
106,pytorch/pytorch,Fix issue #106 in module 4,This PR addresses a bug ,dev_32,2025-04-27,,,1,11,14.0,19,33,3,2,"[""CHANGES_REQUESTED"", ""CHANGES_REQUESTED""]",1,[],False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-1.582950400191337,1.5663742260917457,-0.7614775221268157,-0.3578912659351727,-0.8346660412563542,-0.5012263532120382,-0.5294068207496722,-1.233475354771056,False,False,False,False,False,False,False,False
107,pytorch/pytorch,Fix issue #107 in module 16,This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_6,2026-04-24,2026-04-24T10,,1,8,282.0,5,287,6,2,"[""CHANGES_REQUESTED"", ""COMMENTED""]",1,"[""good first issue"", ""needs-review""]",True,10.386368146298302,False,[],True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-1.582950400191337,0.6138493588737922,3.588029630503655,-0.8121778099776428,2.8238335701085426,1.0074817333793813,-0.5294068207496722,-1.233475354771056,False,False,True,False,True,False,False,False
108,pytorch/pytorch,Fix issue #108 in module 9,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_38,2025-06-26,,,3,2,43.0,12,55,4,2,"[""COMMENTED"", ""COMMENTED""]",1,[],False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py""]",-0.8030438144508195,-1.2912003755621144,-0.2908218974018767,-0.5850345379564077,-0.5177881221617568,0.0016763423184349494,-0.5294068207496722,-1.233475354771056,False,False,False,False,False,False,False,False
109,pytorch/pytorch,Fix issue #109 in module 13,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_30,2025-01-07,,,2,3,57.0,46,103,4,1,"[""COMMENTED""]",1,[],False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py""]",-1.1929971073210783,-0.9736920864894634,-0.06360883718983718,0.5182327832895911,0.17358188313554657,0.0016763423184349494,-1.5812084513781597,-1.233475354771056,False,False,False,False,False,False,False,False
110,pytorch/pytorch,Fix issue #110 in module 18,This PR addresses a bug This PR addresses a bug ,dev_28,2025-11-18,,,7,6,31.0,5,36,8,4,"[""APPROVED"", ""APPROVED"", ""COMMENTED"", ""CHANGES_REQUESTED""]",3,"[""bug""]",False,,True,"[""coderabbitai[bot]""]",False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",0.7567693570302158,-0.02116721927151,-0.4855759490121963,-0.8121778099776428,-0.7914554159252728,2.013287124440328,1.574196440507303,1.2400714796628798,False,False,False,False,False,False,False,False
111,pytorch/pytorch,Fix issue #111 in module 19,This PR addresses a bug This PR addresses a bug ,dev_19,2026-02-27,,,7,7,25.0,42,67,2,4,"[""CHANGES_REQUESTED"", ""COMMENTED"", ""COMMENTED"", ""COMMENTED""]",3,"[""enhancement"", ""bug""]",False,,False,[],True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",0.7567693570302158,0.2963410698011411,-0.5829529748173561,0.3884366278488854,-0.34494562083743097,-1.0041290487425114,1.574196440507303,1.2400714796628798,False,False,False,False,False,False,False,False
112,pytorch/pytorch,Fix issue #112 in module 3,This PR addresses a bug This PR addresses a bug ,dev_11,2025-07-22,2025-07-22T09,,9,6,26.0,33,59,0,3,"[""APPROVED"", ""CHANGES_REQUESTED"", ""CHANGES_REQUESTED""]",2,"[""breaking-change""]",True,9.396327524632644,True,"[""copilot-pull-request-reviewer[bot]""]",False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",1.5366759427707333,-0.02116721927151,-0.5667234705164961,0.09639527810729745,-0.4601739550536482,-2.009934439803458,0.5223948098788154,0.0032980624459118257,False,False,False,False,False,False,False,False
113,pytorch/pytorch,Fix issue #113 in module 6,This PR addresses a bug This PR addresses a bug ,dev_18,2025-04-29,2025-04-29T06,,9,2,9.0,11,20,8,3,"[""APPROVED"", ""APPROVED"", ""APPROVED""]",2,[],True,6.253129522969465,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py""]",1.5366759427707333,-1.2912003755621144,-0.8426250436311156,-0.6174835768165842,-1.0219120843577072,2.013287124440328,0.5223948098788154,0.0032980624459118257,False,False,False,False,False,False,False,False
114,pytorch/pytorch,Fix issue #114 in module 5,This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_39,2025-08-07,2025-08-07T15,,9,5,1.0,25,26,9,4,"[""COMMENTED"", ""APPROVED"", ""CHANGES_REQUESTED"", ""COMMENTED""]",3,[],True,15.584999312693657,True,"[""copilot-pull-request-reviewer[bot]""]",False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",1.5366759427707333,-0.3386755083441611,-0.9724610780379953,-0.16319703277411404,-0.9354908336955443,2.5161898199708013,1.574196440507303,1.2400714796628798,False,False,False,False,False,True,False,False
115,pytorch/pytorch,Fix issue #115 in module 8,This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_2,2025-01-24,,,4,4,192.0,104,296,6,3,"[""APPROVED"", ""CHANGES_REQUESTED"", ""APPROVED""]",3,"[""enhancement""]",False,,True,"[""copilot-pull-request-reviewer[bot]""]",True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py""]",-0.4130905215805607,-0.6561837974168122,2.1273742434262584,2.400277037179824,2.953465446101787,1.0074817333793813,0.5223948098788154,1.2400714796628798,False,False,True,True,True,False,False,False
116,pytorch/pytorch,Fix issue #116 in module 16,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_18,2025-11-11,,,7,10,78.0,100,178,4,4,"[""APPROVED"", ""APPROVED"", ""CHANGES_REQUESTED"", ""COMMENTED""]",3,[],False,,True,"[""coderabbitai[bot]""]",False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",0.7567693570302158,1.2488659370190944,0.27721075312822213,2.2704808817391187,1.253847516412583,0.0016763423184349494,1.574196440507303,1.2400714796628798,False,False,False,True,False,False,False,False
117,pytorch/pytorch,Fix issue #117 in module 12,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_36,2025-06-05,2025-06-05T20,,8,7,141.0,10,151,1,3,"[""CHANGES_REQUESTED"", ""CHANGES_REQUESTED"", ""CHANGES_REQUESTED""]",2,"[""documentation""]",True,20.694066016352554,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",1.1467226499004746,0.2963410698011411,1.2996695240824,-0.6499326156767605,0.86495188843285,-1.5070317442729848,0.5223948098788154,0.0032980624459118257,False,False,False,False,False,False,False,False
118,pytorch/pytorch,Fix issue #118 in module 15,This PR addresses a bug This PR add,dev_21,2025-09-08,,,5,2,68.0,66,134,9,3,"[""APPROVED"", ""CHANGES_REQUESTED"", ""COMMENTED""]",3,"[""documentation""]",False,,True,"[""copilot-pull-request-reviewer[bot]""]",False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py""]",-0.0231372287103019,-1.2912003755621144,0.11491571011962246,1.1672135604931198,0.6200916782233883,2.5161898199708013,0.5223948098788154,1.2400714796628798,False,False,False,False,False,True,False,False
119,pytorch/pytorch,Fix issue #119 in module 17,This PR addresses a bug ,dev_26,2026-04-01,,,3,2,81.0,11,92,3,1,"[""APPROVED""]",1,"[""good first issue"", ""enhancement""]",False,,True,"[""coderabbitai[bot]""]",False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py""]",-0.8030438144508195,-1.2912003755621144,0.325899266030802,-0.6174835768165842,0.015142923588247863,-0.5012263532120382,-1.5812084513781597,-1.233475354771056,False,False,False,False,False,False,False,False
120,pytorch/pytorch,Fix issue #120 in module 9,This PR addresses a bug This PR addresses a bug ,dev_13,2025-06-29,2025-07-02T03,,8,10,132.0,17,149,2,2,"[""APPROVED"", ""COMMENTED""]",1,"[""documentation""]",True,75.97324547379783,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",1.1467226499004746,1.2488659370190944,1.1536039853746605,-0.4227893436555255,0.8361448048787956,-1.0041290487425114,-0.5294068207496722,-1.233475354771056,False,False,False,False,False,False,False,False
121,pytorch/pytorch,Fix issue #121 in module 15,This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_7,2026-01-01,,,8,2,20.0,23,43,1,2,"[""CHANGES_REQUESTED"", ""APPROVED""]",1,"[""breaking-change"", ""needs-review""]",False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py""]",1.1467226499004746,-1.2912003755621144,-0.6641004963216559,-0.2280951104944669,-0.6906306234860826,-1.5070317442729848,-0.5294068207496722,-1.233475354771056,False,False,False,False,False,False,False,False
122,pytorch/pytorch,Fix issue #122 in module 4,This PR addresses a bug ,dev_19,2025-06-07,2025-06-10T01,,6,9,143.0,14,157,8,1,"[""COMMENTED""]",1,"[""enhancement"", ""documentation""]",True,73.13853791404335,True,"[""coderabbitai[bot]""]",False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",0.3668160641599569,0.9313576479464434,1.3321285326841201,-0.5201364602360549,0.9513731390950129,2.013287124440328,-1.5812084513781597,-1.233475354771056,False,False,False,False,False,False,False,False
123,pytorch/pytorch,Fix issue #123 in module 14,This PR addresses a bug This PR addresses a bug ,dev_12,2026-04-05,,,5,6,75.0,65,140,4,2,"[""COMMENTED"", ""COMMENTED""]",2,[],False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-0.0231372287103019,-0.02116721927151,0.22852224022564221,1.1347645216329434,0.7065129288855513,0.0016763423184349494,-0.5294068207496722,0.0032980624459118257,False,False,False,False,False,False,False,False
124,pytorch/pytorch,Fix issue #124 in module 11,This PR addresses a bug This PR addresses a bug This PR addresses a bug This PR addresses a bug ,dev_33,2025-05-31,,,2,10,47.0,6,53,5,3,"[""COMMENTED"", ""APPROVED"", ""COMMENTED""]",3,[],False,,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-1.1929971073210783,1.2488659370190944,-0.22590388019843682,-0.7797287711174663,-0.5465952057158111,0.5045790378489081,0.5223948098788154,1.2400714796628798,False,False,False,False,False,False,False,False
125,pytorch/pytorch,Fix issue #125 in module 11,This PR addresses a bug This PR add,dev_14,2025-12-22,,,6,2,17.0,20,37,5,4,"[""COMMENTED"", ""COMMENTED"", ""COMMENTED"", ""CHANGES_REQUESTED""]",3,[],False,,True,"[""coderabbitai[bot]""]",False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py""]",0.3668160641599569,-1.2912003755621144,-0.7127890092242358,-0.3254422270749962,-0.7770518741482456,0.5045790378489081,1.574196440507303,1.2400714796628798,False,False,False,False,False,False,False,False
126,pytorch/pytorch,Fix issue #126 in module 15,This PR addresses a bug This PR addresses a bug ,dev_30,2026-03-12,2026-03-14T15,,9,8,107.0,2,109,7,1,"[""CHANGES_REQUESTED""]",1,"[""enhancement"", ""documentation""]",True,63.90669832873917,True,"[""coderabbitai[bot]""]",True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",1.5366759427707333,0.6138493588737922,0.7478663778531611,-0.9095249265581721,0.26000313379770945,1.5103844289098547,-1.5812084513781597,-1.233475354771056,False,False,False,False,False,False,False,False
127,pytorch/pytorch,Fix issue #127 in module 3,This PR addresses a bug This PR addresses a bug ,dev_35,2025-09-30,2025-09-30T00,,7,1,126.0,108,234,2,2,"[""APPROVED"", ""APPROVED""]",2,"[""breaking-change"", ""needs-review""]",True,0.26858221875815474,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py""]",0.7567693570302158,-1.6087086646347657,1.0562269595695006,2.53007319262053,2.060445855926104,-1.0041290487425114,-0.5294068207496722,0.0032980624459118257,False,False,False,True,False,False,False,False
128,pytorch/pytorch,Fix issue #128 in module 18,This PR addresses a ,dev_32,2026-01-26,2026-01-26T02,,3,7,16.0,17,33,4,4,"[""APPROVED"", ""APPROVED"", ""CHANGES_REQUESTED"", ""APPROVED""]",3,[],True,2.897986593748241,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-0.8030438144508195,0.2963410698011411,-0.7290185135250958,-0.4227893436555255,-0.8346660412563542,0.0016763423184349494,1.574196440507303,1.2400714796628798,False,False,False,False,False,False,False,False
129,pytorch/pytorch,Fix issue #129 in module 5,This PR addresses a bug ,dev_25,2025-08-21,,,7,10,44.0,1,45,1,3,"[""CHANGES_REQUESTED"", ""CHANGES_REQUESTED"", ""CHANGES_REQUESTED""]",3,"[""bug""]",False,,True,"[""coderabbitai[bot]""]",False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",0.7567693570302158,1.2488659370190944,-0.27459239310101674,-0.9419739654183485,-0.6618235399320284,-1.5070317442729848,0.5223948098788154,1.2400714796628798,False,False,False,False,False,False,False,False
130,pytorch/pytorch,Fix issue #130 in module 13,This PR addresses a bug This PR addresses a bug ,dev_3,2025-02-04,2025-02-05T00,,5,7,1.0,18,19,4,4,"[""APPROVED"", ""CHANGES_REQUESTED"", ""COMMENTED"", ""APPROVED""]",3,"[""good first issue""]",True,24.664123044427935,True,"[""copilot-pull-request-reviewer[bot]""]",True,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-0.0231372287103019,0.2963410698011411,-0.9724610780379953,-0.3903403047953491,-1.0363156261347344,0.0016763423184349494,1.574196440507303,1.2400714796628798,False,False,False,False,False,False,False,False
131,pytorch/pytorch,Fix issue #131 in module 2,This PR addresses a bug This PR addresses a bug ,dev_35,2025-08-11,2025-08-11T09,,5,10,2.0,21,23,3,2,"[""COMMENTED"", ""COMMENTED""]",1,[],True,9.57846753128428,False,[],False,"[""fix bug"", ""update tests""]","[""src/module_0.py"", ""src/module_1.py"", ""src/module_2.py"", ""src/module_3.py"", ""src/module_4.py""]",-0.0231372287103019,1.2488659370190944,-0.9562315737371353,-0.2929931882148198,-0.9787014590266258,-0.5012263532120382,-0.5294068207496722,-1.233475354771056,False,False,False,False,False,False,False,False
